% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	1	3	1	3	709	1046510	709	1046510	0.0277729	0.0146487	0.00164469	0.0556045	1476.04	52.2777	86	1478	
0	0.25	3	4	1	3	355	523298	355	523298	0.0216328	0.0117	0.00163833	0.041573	1474.08	73.8797	86	1478	
0	0.25	5	5	1	3	709	1046510	709	1046510	0.0230854	0.0117566	0.00177164	0.0444527	1476.04	52.2777	86	1478	
0	0.25	1	6	2	3	355	523298	355	523298	0.0338684	0.0178619	0.00187615	0.062418	1474.08	73.8797	86	1478	
0	0.25	3	7	2	3	355	523298	355	523298	0.0339838	0.0220587	0.00184098	0.0735946	1474.08	73.8797	86	1478	
0	0.25	5	8	2	3	709	1046510	709	1046510	0.0232333	0.0117393	0.00195398	0.0444703	1476.04	52.2777	86	1478	
0	0.25	1	9	3	3	355	523298	355	523298	0.0400741	0.022439	0.00156793	0.0786061	1474.08	73.8797	86	1478	
0	0.25	3	10	3	3	355	523298	355	523298	0.0475592	0.0245493	0.00181848	0.0821054	1474.08	73.8797	86	1478	
0	0.25	5	11	3	3	709	1046510	709	1046510	0.0260346	0.0158309	0.00191282	0.0660408	1476.04	52.2777	86	1478	
0	0.25	1	12	4	3	355	523298	355	523298	0.0218887	0.0116848	0.00190753	0.0418422	1474.08	73.8797	86	1478	
0	0.25	3	13	4	3	355	523298	355	523298	0.024563	0.0117011	0.00467135	0.0445346	1474.08	73.8797	86	1478	
0	0.25	5	14	4	3	709	1046510	709	1046510	0.0314256	0.0189165	0.00164801	0.0759844	1476.04	52.2777	86	1478	
0	0.25	1	15	5	3	355	523298	355	523298	0.0246376	0.0117102	0.00470315	0.0446603	1474.08	73.8797	86	1478	
0	0.25	3	16	5	3	355	523298	355	523298	0.0827123	0.048132	0.00473401	0.153586	1474.08	73.8797	86	1478	
0	0.25	5	17	5	3	709	1046510	709	1046510	0.0277212	0.0140824	0.00167457	0.0550628	1476.04	52.2777	86	1478	
0	0.25	1	18	6	3	355	523298	355	523298	0.0246344	0.01172	0.00473876	0.0446103	1474.08	73.8797	86	1478	
0	0.25	3	19	6	3	355	523298	355	523298	0.0615667	0.0321117	0.00463235	0.117884	1474.08	73.8797	86	1478	
0	0.25	5	20	11	3	709	1046510	709	1046510	0.0231505	0.0117529	0.00184516	0.0445316	1476.04	52.2777	86	1478	
0	0.25	1	21	11	3	355	523298	355	523298	0.0247127	0.0116899	0.00477437	0.0447312	1474.08	73.8797	86	1478	
0	0.25	3	22	11	3	1	86	1	86	0.00480524	0	0.00480524	0.00480524	86	0	86	86	
0	0.25	5	23	12	3	355	523298	355	523298	0.0217674	0.0116834	0.00182762	0.0417623	1474.08	73.8797	86	1478	
0	0.25	1	24	12	3	355	523298	355	523298	0.0248324	0.011726	0.0043457	0.0448679	1474.08	73.8797	86	1478	
0	0.25	3	25	12	3	1	86	1	86	0.00484085	0	0.00484085	0.00484085	86	0	86	86	
0	0.25	5	26	13	3	355	523298	355	523298	0.0219786	0.011694	0.00205044	0.0419851	1474.08	73.8797	86	1478	
0	0.25	1	27	13	3	355	523298	355	523298	0.0379826	0.0195827	0.00441703	0.0748373	1474.08	73.8797	86	1478	
0	0.25	3	28	13	3	1	86	1	86	0.00444789	0	0.00444789	0.00444789	86	0	86	86	
0	0.25	5	29	14	3	355	523298	355	523298	0.0263713	0.01267	0.00461146	0.0481231	1474.08	73.8797	86	1478	
0	0.25	1	30	14	3	355	523298	355	523298	0.0287719	0.0129269	0.00448951	0.0508158	1474.08	73.8797	86	1478	
0	0.25	3	31	14	3	1	86	1	86	0.00455494	0	0.00455494	0.00455494	86	0	86	86	
0	0.25	5	32	15	3	355	523298	355	523298	0.0292199	0.0144754	0.00457564	0.0543119	1474.08	73.8797	86	1478	
